REP_AGEN,Longitude,Latitude,OBJECTID,MSRI_CODE,MSRI_DESCR,COMMENT,Date,TOWN_ID,ROUTE_DES,ROUTE,BEGIN_MM,END_MM,LRS_CODE,TOWN,LOCATION
FW,-72.81362075,44.36127495,2165,Moose,NULL,NULL,6/23/03,-9999,NULL,-9999,-9999,-9999,NULL,THETFORD,Interstate 91 MM 88
FW,-72.8138109,43.6966199,2481,Moose,NULL,NULL,6/29/96,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I-91 South 146/40
FW,-72.81389603,44.64972849,2669,Moose,NULL,NULL,6/22/91,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,RT 114 6/10 E OF AVERILL LAKE
FW,-72.81393025,43.69652659,2093,Moose,NULL,NULL,8/12/95,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,oldfield flat 1/4 mi. West Canaan line.
FW,-72.81418931,43.69831522,2392,Moose,NULL,NULL,8/5/99,-9999,NULL,-9999,-9999,-9999,NULL,BURKE,.5 MILES NORTH OF VICTORY/GRANBY RD (TH-5)
FW,-72.81528974,43.29009542,2505,Moose,NULL,NULL,8/9/99,-9999,NULL,-9999,-9999,-9999,NULL,SUTTON,"RT 5, AT BEAN POND, 100 YARDS SOUTH OF BLAKE SAWMILL"
FW,-72.81555581,42.78680967,2536,Moose,NULL,NULL,5/5/95,-9999,NULL,-9999,-9999,-9999,NULL,BOLTON,I-89 MM 66 southbound
FW,-72.81649457,42.74017068,2723,Moose,NULL,NULL,8/21/95,-9999,NULL,-9999,-9999,-9999,NULL,BRIGHTON,Rt. 105/Nulhegan R. Bridge.
FW,-72.81684471,44.35996786,2174,Moose,NULL,NULL,7/7/03,-9999,NULL,-9999,-9999,-9999,NULL,GRANVILLE,Rt 100 W side- N of Hollow Rd- Granville Wallow
FW,-72.81868137,44.18578564,2489,Moose,NULL,NULL,12/31/01,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,122 SHEFFIELD-GLOVER LINE
FW,-72.81908473,44.18587938,2490,Moose,NULL,NULL,12/2/97,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,Rte. 122 2 mi. E. state Rte 16
FW,-72.82077956,43.73439844,1238,Moose,NULL,NULL,2/22/97,-9999,NULL,-9999,-9999,-9999,NULL,MIDDLESEX,I-89 nb lane Middlesex /Waterbury town line
FW,-72.82274286,43.72130128,2742,Moose,NULL,NULL,6/14/91,-9999,NULL,-9999,-9999,-9999,NULL,GUILDHALL,2.5 S OF GUILDHALL VT 102
FW,-72.82299612,43.72916984,2888,Moose,NULL,NULL,8/21/93,-9999,NULL,-9999,-9999,-9999,NULL,ELMORE,Rt. 12 100 yds. n. of log bridge (her calf hit ne
AOT,-72.82340315,44.78170379,624,Other,Other,Skunk,10/4/04,601,VT 36,36,1.4,1.4,V036-0601,BAKERSFIELD,NULL
FW,-72.82463221,43.71785218,2738,Moose,NULL,NULL,10/8/85,-9999,NULL,-9999,-9999,-9999,NULL,VICTORY,BY BEAVER PONDS - JAMES BROOK
FW,-72.82486845,44.3600525,2178,Moose,NULL,NULL,11/7/92,-9999,NULL,-9999,-9999,-9999,NULL,GROTON,EAST SIDE GROTON LAKE
FW,-72.82520207,43.23164298,2396,Moose,NULL,NULL,6/16/95,-9999,NULL,-9999,-9999,-9999,NULL,GROTON,U.S. 302 3 mi. W 232 Jct.
FW,-72.82762001,44.64168065,2787,Moose,NULL,NULL,8/19/98,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,Rt 2 3 mi west of Lunenburg
FW,-72.82827385,44.36098962,1537,Moose,NULL,NULL,4/22/99,-9999,NULL,-9999,-9999,-9999,NULL,LYNDON,Severence Hill Rd--3 mi north of rt 2
FW,-72.82892796,44.36126493,1528,Moose,NULL,NULL,10/14/96,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,SH 2 0.1 mi W. town highway 5
FW,-72.82933041,44.36135701,1532,Moose,NULL,NULL,6/16/97,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,SH 2 .1 mi. NW of TH 5
FW,-72.83047207,44.70327326,2321,Moose,NULL,NULL,10/12/92,-9999,NULL,-9999,-9999,-9999,NULL,GRANVILLE,GRANVILLE GULF AREA
AOT,-72.83057457,43.23406679,25,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,11/2/04,1310,VT 11,11,1,1,V011-1310,LONDONDERRY,NULL
AOT,-72.83099079,44.7830022,8,Other,Other,porcupine,10/18/04,601,VT 36,36,1,1,V036-0601,BAKERSFIELD,NULL
FW,-72.83140526,44.03377185,1325,Moose,NULL,NULL,5/24/96,-9999,NULL,-9999,-9999,-9999,NULL,WESTMINSTER,I-91 North -mile marker 27/95
FW,-72.83153683,44.03546413,2383,Moose,NULL,NULL,7/25/87,-9999,NULL,-9999,-9999,-9999,NULL,BURKE,MOOSE LICK ON 114
FW,-72.83162167,44.03430223,1171,Moose,NULL,NULL,6/29/99,-9999,NULL,-9999,-9999,-9999,NULL,WESTMORE,"RT 5A, 1 MI SOUTH OF LAKE WILLOUGHBY"
FW,-72.83166218,44.03293193,1319,Moose,NULL,NULL,12/7/88,-9999,NULL,-9999,-9999,-9999,NULL,PUTNEY,SUMMIT RESTAURANT - RT 5
FW,-72.83190128,44.03236404,1174,Moose,NULL,NULL,5/30/89,-9999,NULL,-9999,-9999,-9999,NULL,BRANDON,VILLAGE
FW,-72.83193291,44.03695764,1330,Moose,NULL,NULL,11/5/95,-9999,NULL,-9999,-9999,-9999,NULL,ANDOVER,Andover/Weston Rd
FW,-72.83226146,44.03192162,1318,Moose,NULL,NULL,5/28/89,-9999,NULL,-9999,-9999,-9999,NULL,PUTNEY,RT 5 S OF VILLAGE
FW,-72.83250337,44.03917605,2384,Moose,NULL,NULL,9/3/93,-9999,NULL,-9999,-9999,-9999,NULL,BURKE,Rt. 114 bog Bean residence
FW,-72.83250906,44.03135794,1172,Moose,NULL,NULL,5/20/94,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,rt 5A about 2 miles south of lake willougby
FW,-72.83251293,44.04039482,1327,Moose,NULL,NULL,5/13/01,-9999,NULL,-9999,-9999,-9999,NULL,WESTMINSTER,"I-91, MM 27"
FW,-72.8329497,43.66373298,2090,Moose,NULL,NULL,6/12/02,-9999,NULL,-9999,-9999,-9999,NULL,ALBANY,"2.6 south of Irasburg, Creek Rd."
FW,-72.83320188,44.0305514,1321,Moose,NULL,NULL,8/29/00,-9999,NULL,-9999,-9999,-9999,NULL,ROCKINGHAM,I 91 NB MM 38/65
FW,-72.83373718,43.66356381,2091,Moose,NULL,NULL,5/13/03,-9999,NULL,-9999,-9999,-9999,NULL,ALBANY,Albany Rt 14 ~1 Mi S of Village
FW,-72.83375361,43.66359823,2810,Moose,NULL,NULL,9/3/94,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,NORTON RESTAURANT AREA
FW,-72.8342341,43.66351627,2636,Moose,NULL,NULL,10/15/94,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,Rt. 105 across from Notch Pond Road
FW,-72.83488508,44.02418893,1324,Moose,NULL,NULL,9/29/93,-9999,NULL,-9999,-9999,-9999,NULL,VERNON,I 91 mile 3/25
FW,-72.83562585,44.05459849,1320,Moose,NULL,NULL,5/30/98,-9999,NULL,-9999,-9999,-9999,NULL,ROCKINGHAM,I-91 MM 31/75 NBL
AOT,-72.84025685,43.23502288,7,Lg Bird,"Large Bird (hawk, owl, turkey, waterfowl)",owl,11/15/04,1310,VT 11,11,0.5,0.5,V011-1310,LONDONDERRY,NULL
FW,-72.84031847,44.02194137,1323,Moose,NULL,NULL,5/13/98,-9999,NULL,-9999,-9999,-9999,NULL,TOWNSHEND,Rt 35 .3 mi N of Rt 30 S01251317
FW,-72.84073817,43.23499184,2557,Moose,NULL,NULL,7/29/96,-9999,NULL,-9999,-9999,-9999,NULL,MILTON,I-89 south bound N of exit 17
AOT,-72.84078663,43.9476295,421,Deer RK UN,"Deer, RoadKill, Unknown",There has been deer hanging around that area all winter. I don't know how long the deer has been there.,4/13/04,107,VT 100,100,0.2,0.2,V100-0107,GRANVILLE,NULL
FW,-72.84087333,43.92517262,1336,Moose,NULL,NULL,8/8/98,-9999,NULL,-9999,-9999,-9999,NULL,BRIDGEWATER,jct rt 4 and 100 by the Back Behind Resturaunt
AOT,-72.84238258,44.78534957,19,Other,Other,Raccoon,6/9/05,601,VT 36,36,0.4,0.4,V036-0601,BAKERSFIELD,NULL
FW,-72.84368114,44.02144124,1328,Moose,NULL,NULL,5/20/99,-9999,NULL,-9999,-9999,-9999,NULL,WESTMINSTER,Back Westminster Rd By Cogstal Imports
FW,-72.84471763,42.92349566,2219,Moose,NULL,NULL,6/3/02,-9999,NULL,-9999,-9999,-9999,NULL,MONTPELIER,exit 8 ramp to I-89
FW,-72.8467691,44.05869519,1173,Moose,NULL,NULL,9/13/99,-9999,NULL,-9999,-9999,-9999,NULL,WESTMORE,0.8 MI. S. OF WILLOUGHBY LAKE
FW,-72.84734273,43.66579705,2818,Moose,NULL,NULL,9/8/96,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,VT Rte 114 approx. .5-.75 mile N of Norton Pond
FW,-72.84785919,43.98519362,1326,Moose,NULL,NULL,5/30/01,-9999,NULL,-9999,-9999,-9999,NULL,WESTMINSTER,"I-91 SB, MM 24/35"
FW,-72.84785919,43.98519362,1329,Moose,NULL,NULL,5/20/01,-9999,NULL,-9999,-9999,-9999,NULL,WILMINGTON,"RTE 100, BY DOVER TOWN LINE"
FW,-72.84801686,42.92810096,2634,Moose,NULL,NULL,9/21/89,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,105 - BEAR MTN
FW,-72.84808017,42.90783959,2876,Moose,NULL,NULL,4/14/87,-9999,NULL,-9999,-9999,-9999,NULL,ELMORE,FIVE MI S OF VILLAGE - RT 12
FW,-72.84842284,43.6661897,2077,Moose,NULL,NULL,4/26/02,-9999,NULL,-9999,-9999,-9999,NULL,STAMFORD,rte 8/100 Stamford  (GPS 18t0660543      4738653)
FW,-72.84880395,43.26185177,1351,Moose,NULL,NULL,6/5/91,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,I 91 NB 61/80
FW,-72.84948676,43.66658861,2430,Moose,NULL,NULL,1/22/95,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,Rt. 114 m/m 1140/0308/2340
FW,-72.85120319,44.0608658,1331,Moose,NULL,NULL,9/29/92,-9999,NULL,-9999,-9999,-9999,NULL,BETHEL,I 89 MM 23
FW,-72.85147489,44.06099079,1322,Moose,NULL,NULL,3/29/98,-9999,NULL,-9999,-9999,-9999,NULL,TOWNSHEND,Rte. 35 2.8 mi. N. of rte. 30 S01251317
FW,-72.85404874,42.85524626,1004,Moose,NULL,NULL,7/16/96,-9999,NULL,-9999,-9999,-9999,NULL,ELMORE,Rte 12 9.5 miles north of Worcester village
FW,-72.85460224,44.41748815,1539,Moose,NULL,NULL,5/29/97,-9999,NULL,-9999,-9999,-9999,NULL,MARSHFIELD,Rt. 2 Unique Cabins
FW,-72.85536819,43.66731259,2079,Moose,NULL,NULL,10/3/02,-9999,NULL,-9999,-9999,-9999,NULL,TOWNSHEND,2.0 miles S of W Townshend on Rt. 30
FW,-72.8555649,43.66734294,2432,Moose,NULL,NULL,4/25/97,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,Rte 114 1.7 mi N of E. Haven/Newark town line
FW,-72.85747672,44.11881849,2158,Moose,NULL,NULL,9/24/02,-9999,NULL,-9999,-9999,-9999,NULL,EDEN,"Rt. 100, Lowell Notch"
FW,-72.85782604,42.89142301,1292,Moose,NULL,NULL,8/10/01,-9999,NULL,-9999,-9999,-9999,NULL,WOODBURY,"RTE 14, 1/4 MI S OF TOWN LINE"
FW,-72.85876174,43.66673044,2081,Moose,NULL,NULL,7/10/02,-9999,NULL,-9999,-9999,-9999,NULL,WEATHERSFIEL,Rt. 131 near Thrasher Rd.
FW,-72.85896754,44.06968519,2749,Moose,NULL,NULL,5/21/01,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,2 MI E OF LUNENBURG VILLAGE
AOT,-72.85901012,44.95942356,671,Other,Other,5/13/2004 Fox - not found on pavement,6/16/04,607,VT 236,236,2.2,2.2,V236-0607,FRANKLIN,NULL
FW,-72.86004865,43.66646096,2073,Moose,NULL,NULL,5/30/02,-9999,NULL,-9999,-9999,-9999,NULL,ROCKINGHAM,exit 6 sb I-91
FW,-72.86005359,43.66666517,2611,Moose,NULL,NULL,10/26/94,-9999,NULL,-9999,-9999,-9999,NULL,BRIGHTON,.5 MILES EAST OF AIRPORT ON 105
FW,-72.86037803,43.23591398,1352,Moose,NULL,NULL,5/9/98,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,I-91 MM 73 NBL
FW,-72.86131353,43.66632511,2082,Moose,NULL,NULL,6/5/03,-9999,NULL,-9999,-9999,-9999,NULL,WINHALL,Stratton Mt. access Rd.
FW,-72.86268207,43.66575922,2076,Moose,NULL,NULL,4/18/02,-9999,NULL,-9999,-9999,-9999,NULL,STAMFORD,Rt 8/100  GPS 1BT0661349 4739988
FW,-72.86346184,44.58935179,1124,Moose,NULL,NULL,7/12/99,-9999,NULL,-9999,-9999,-9999,NULL,LOWELL,"RT 58, 1.5 MILE EAST OF LOWELL"
FW,-72.8666378,43.14491251,1370,Moose,NULL,NULL,9/20/96,-9999,NULL,-9999,-9999,-9999,NULL,ROCHESTER,Rte 73 Brandon Gap
FW,-72.86747976,44.36953229,1533,Moose,NULL,NULL,6/27/97,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,SH 2 .2 mi. Northwest TH 20 East
FW,-72.86766564,44.36956328,1538,Moose,NULL,NULL,7/12/01,-9999,NULL,-9999,-9999,-9999,NULL,MARLBORO,RTE 9 @ HOGBACK MTN
FW,-72.86770099,44.36981993,1531,Moose,NULL,NULL,1/16/97,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,SH 2 1 mi. Northwest of TH 5
AOT,-72.86812018,42.8667792,809,Other,Other,Turkeys,3/25/04,1322,VT 9,9,3.2,3.2,V009-1322,WILMINGTON,NULL
FW,-72.86904869,43.65928719,2069,Moose,NULL,NULL,6/4/03,-9999,NULL,-9999,-9999,-9999,NULL,MT. HOLLY,Rt 103 1m. North of Ludlow Line
FW,-72.86947326,43.65919761,2074,Moose,NULL,NULL,7/15/02,-9999,NULL,-9999,-9999,-9999,NULL,SEARSBURG,Somerset Rd.
FW,-72.86979014,43.65885465,2078,Moose,NULL,NULL,4/29/02,-9999,NULL,-9999,-9999,-9999,NULL,TOWNSHEND,Grafton Rd 18T0691266    4774840
FW,-72.87008749,43.65874307,2072,Moose,NULL,NULL,12/22/02,-9999,NULL,-9999,-9999,-9999,NULL,READING,Reading - Tyson Rd on A. Davis WMA
AOT,-72.87138478,44.79323636,632,Other,Other,Coon,10/4/04,605,VT 36,36,8.6,8.6,V036-0605,FAIRFIELD,NULL
FW,-72.87247013,44.37102078,2589,Moose,NULL,NULL,7/31/97,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,North side of Sable Mountain
FW,-72.87476543,43.8576817,2068,Moose,NULL,NULL,5/19/03,-9999,NULL,-9999,-9999,-9999,NULL,LUDLOW,Rte. 100 1/2 mi. N. of Andover line
FW,-72.87496731,44.37174905,1527,Moose,NULL,NULL,7/1/96,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,SH 2 0.3 mi E Carr Brook bridge
FW,-72.87772292,42.95191366,2794,Moose,NULL,NULL,1/13/01,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,RTE 114 APPROX 3 MI S. NORTON VILLAGE
FW,-72.8781876,43.23269095,1070,Moose,NULL,NULL,5/18/87,-9999,NULL,-9999,-9999,-9999,NULL,WILLIAMSTOWN,I 89 38/10
FW,-72.87831549,43.00823435,2631,Moose,NULL,NULL,6/24/00,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,RT 105/JCT. W/ NOTCH PD. RD. MINERAL LICK
FW,-72.87895448,42.95274766,2714,Moose,NULL,NULL,5/7/01,-9999,NULL,-9999,-9999,-9999,NULL,FERDINAND,RTE 105 1 MI W OF WENLOCK CROSSING
FW,-72.87935451,42.95301234,2715,Moose,NULL,NULL,6/3/93,-9999,NULL,-9999,-9999,-9999,NULL,FERDINAND,Rt. 105 Just West of Wenlock Crossing
FW,-72.87990189,42.95370214,2716,Moose,NULL,NULL,5/8/91,-9999,NULL,-9999,-9999,-9999,NULL,FERDINAND,RT 105 100 YDS E OF RR TRACKS
AOT,-72.88019583,42.78907431,961,Lg Bird,"Large Bird (hawk, owl, turkey, waterfowl)",NULL,2/10/04,1321,VT 100,100,4.3,4.3,V100-1321,WHITINGHAM,NULL
FW,-72.88089418,44.15907247,2115,Moose,NULL,NULL,6/24/03,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,Rt 105 E of Bear Mtn- Bottom of Hill
FW,-72.88497916,43.85528702,2836,Moose,NULL,NULL,10/6/99,-9999,NULL,-9999,-9999,-9999,NULL,WARREN'S GOR,0.25 MI S HURRICANE RD ON VT 114
FW,-72.88626838,44.37519497,1534,Moose,NULL,NULL,10/4/97,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,Rt 2 9/10 mi East of Concord T/L
FW,-72.88677255,42.96658024,2718,Moose,NULL,NULL,6/10/85,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,JCT OF NOTCH PD RD AND 105
FW,-72.8868889,44.37537259,2777,Moose,NULL,NULL,6/6/96,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,State Highway 2 0.1 mi. w. of TH #5
FW,-72.88696716,43.17393929,2618,Moose,NULL,NULL,4/2/99,-9999,NULL,-9999,-9999,-9999,NULL,BRIGHTON,Rt 105 E of Island Pnd. Vill.
FW,-72.88704646,42.9678637,2874,Moose,NULL,NULL,8/11/01,-9999,NULL,-9999,-9999,-9999,NULL,EDEN,RTE 118 .5 MI EAST OF BELVIDERE POND
FW,-72.88789271,43.23487236,1355,Moose,NULL,NULL,6/23/95,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,I-91 mm 66.
FW,-72.88808902,43.23480544,1354,Moose,NULL,NULL,5/16/01,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,"I-91, JUST S OF I-89 ON RAMP"
AOT,-72.888521,43.92820217,458,Lg Bird,"Large Bird (hawk, owl, turkey, waterfowl)",16 turkeys in road. Jakes and hens.,9/16/04,108,VT 125,125,4.75,4.75,V125-0108,HANCOCK,NULL
FW,-72.8885315,42.98067701,2873,Moose,NULL,NULL,1/23/99,-9999,NULL,-9999,-9999,-9999,NULL,EDEN,Rt. 100 Lake Eden
FW,-72.88859272,42.97955491,2717,Moose,NULL,NULL,8/9/93,-9999,NULL,-9999,-9999,-9999,NULL,FERDINAND,Rt. 105 2 miles west of Wenlock X-ing
FW,-72.88868724,42.98220085,2550,Moose,NULL,NULL,9/9/97,-9999,NULL,-9999,-9999,-9999,NULL,ESSEX,Rt 15 near Saxon Hill Road
FW,-72.889027,42.99052611,2198,Moose,NULL,NULL,6/17/03,-9999,NULL,-9999,-9999,-9999,NULL,KILLINGTON,"Rt 100, 400 Yd W of Rt 4"
FW,-72.89158853,43.6526375,2071,Moose,NULL,NULL,12/20/02,-9999,NULL,-9999,-9999,-9999,NULL,READING,S Reading Rd near Beaver Pond with F & W sign
AOT,-72.89196234,43.49529015,81,Deer RK FD,"Deer, RoadKill, Fawn Doe",North of bridge# 51,7/13/04,1122,VT 103,103,1.4,1.4,V103-1122,SHREWSBURY,NULL
FW,-72.89254806,43.13360186,1082,Moose,NULL,NULL,6/21/97,-9999,NULL,-9999,-9999,-9999,NULL,CHARLESTON,Rt. 5/A Just North of Brownington Line
FW,-72.8943042,43.23303161,1357,Moose,NULL,NULL,6/16/94,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,I-91 MM 71
FW,-72.89471263,43.65084091,2431,Moose,NULL,NULL,10/16/96,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,Rt 114 Newark .2 S. of E.Branch of Pass. riv Xing
AOT,-72.89516501,44.8025503,644,Other,Other,Skunk,10/18/04,605,VT 36,36,7.2,7.2,V036-0605,FAIRFIELD,NULL
FW,-72.89691244,43.231884,2828,Moose,NULL,NULL,10/9/98,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,Rt 114 3/4 mi south of Norton
FW,-72.89738324,43.23160701,2829,Moose,NULL,NULL,5/6/99,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,Rt 114 1.5 mi East of Averill Store
FW,-72.89815153,43.64882181,2075,Moose,NULL,NULL,6/14/02,-9999,NULL,-9999,-9999,-9999,NULL,SPRINGFIELD,Rt. 11 and east end of Paddock Rd.
FW,-72.89836898,43.22872034,1237,Moose,NULL,NULL,6/2/96,-9999,NULL,-9999,-9999,-9999,NULL,MIDDLESEX,I-89 NBL Exit 9
FW,-72.90146997,43.0385897,2849,Moose,NULL,NULL,5/27/97,-9999,NULL,-9999,-9999,-9999,NULL,FAIRFIELD,Rte. 36 cedar swamp
FW,-72.90157554,43.64809995,2070,Moose,NULL,NULL,6/19/02,-9999,NULL,-9999,-9999,-9999,NULL,PERU,Rt. 11 1/2 mile east of Yak's way
FW,-72.903619,43.64820661,2080,Moose,NULL,NULL,6/6/02,-9999,NULL,-9999,-9999,-9999,NULL,WEATHERSFIEL,Rt. 131 just west of Center Rd. intersection
AOT,-72.90446157,44.80781652,13,Other,Other,Coon,10/4/04,605,VT 36,36,6.6,6.6,V036-0605,FAIRFIELD,NULL
FW,-72.90469918,44.44850289,2674,Moose,NULL,NULL,9/3/92,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,RT 114 1/2 M E OF WALLACE PD RD
FW,-72.90476517,43.04015187,2670,Moose,NULL,NULL,7/27/91,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,FT 114 1/2 MI W WALLACE RD
FW,-72.90558083,44.37848363,1535,Moose,NULL,NULL,2/28/99,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,S. Lunenburg Rd near jct w/ Maillette Rd
FW,-72.90560333,44.3792891,2304,Moose,NULL,NULL,6/29/02,-9999,NULL,-9999,-9999,-9999,NULL,WOODFORD,"Woodford, Rt. 9, St. Park entrance"
FW,-72.90588981,44.37852555,2305,Moose,NULL,NULL,8/29/03,-9999,NULL,-9999,-9999,-9999,NULL,BLOOMFIELD,VT Rt. 105 .5 mi. East of East Br.
FW,-72.90591015,44.37852791,2778,Moose,NULL,NULL,6/17/96,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,State Highway 2 0.3 mi. e. of TH#22
AOT,-72.91213642,44.80752451,999,Other,Other,Coon,10/18/04,605,VT 36,36,6.2,6.2,V036-0605,FAIRFIELD,NULL
FW,-72.9134364,43.65105537,2616,Moose,NULL,NULL,7/18/97,-9999,NULL,-9999,-9999,-9999,NULL,BRIGHTON,Rt. 105 Brighton/Charleston Town Line
FW,-72.91381997,43.56272612,2739,Moose,NULL,NULL,4/28/93,-9999,NULL,-9999,-9999,-9999,NULL,GUILDHALL,US 2 1/10 mi. SE of Lunenburg/Guildhall Town Lines
AOT,-72.91582422,44.80624454,506,Other,Other,Skunk,10/4/04,605,VT 36,36,6,6,V036-0605,FAIRFIELD,NULL
FW,-72.91681651,44.38027217,1106,Moose,NULL,NULL,5/22/99,-9999,NULL,-9999,-9999,-9999,NULL,DERBY,I-91 NBL just South of exit 27
FW,-72.91873741,43.21937026,1356,Moose,NULL,NULL,8/6/99,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,"I-91 SBL BY LONG BRIDGE, MM 69/50"
FW,-72.9193084,43.46056666,2740,Moose,NULL,NULL,7/26/97,-9999,NULL,-9999,-9999,-9999,NULL,GUILDHALL,3/4 mi. North of Guildhall/Lunenburg T.L. Rt.2
AOT,-72.92118284,43.51840954,655,Deer RK AD,"Deer, RoadKill, Adult Doe",Second deer in same spot.,7/1/04,1122,VT 103,103,3.6,3.6,V103-1122,SHREWSBURY,NULL
AOT,-72.92118284,43.51840954,839,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,7/1/04,1122,VT 103,103,3.6,3.6,V103-1122,SHREWSBURY,NULL
FW,-72.92119962,43.16988814,1369,Moose,NULL,NULL,7/18/92,-9999,NULL,-9999,-9999,-9999,NULL,GOSHEN,RT 73 MT HORRID
FW,-72.92451978,44.38296097,1529,Moose,NULL,NULL,10/15/96,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,SH 2 1.0 mi W town highway 5
FW,-72.92475831,44.38300895,1530,Moose,NULL,NULL,12/5/96,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,SH 2 1.0 mi W. town highway 5
FW,-72.92500179,42.87175824,1293,Moose,NULL,NULL,5/21/93,-9999,NULL,-9999,-9999,-9999,NULL,WOODBURY,ST HWY 14 2.2 MI. SW OF HARDWICK VILLAGE
FW,-72.92531084,44.63923734,1865,Bear,NULL,NULL,5/28/99,-9999,NULL,-9999,-9999,-9999,NULL,Coventry,"I-91 NB, mm 165"
FW,-72.92754801,44.09522873,1338,Moose,NULL,NULL,6/8/97,-9999,NULL,-9999,-9999,-9999,NULL,CAVENDISH,Proctorsville Gulf--Rt. 103
FW,-72.92787686,43.84760216,2470,Moose,NULL,NULL,12/29/99,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I-91 SOUTH MM 151/10
FW,-72.92791032,42.74529112,2833,Moose,NULL,NULL,5/16/92,-9999,NULL,-9999,-9999,-9999,NULL,WARREN'S GOR,1/4 MI S OF JCT 114/NORTON POND ACCESS RD.
AOT,-72.93083907,43.52353598,983,Other,Other,Raccoon,11/30/04,1105,VT 103,103,-9999,-9999,V103-1105,CLARENDON,NULL
FW,-72.93222595,43.18369188,2619,Moose,NULL,NULL,5/22/99,-9999,NULL,-9999,-9999,-9999,NULL,FERDINAND,Rt 105 6 mi E of Island Pond
FW,-72.93403189,43.84269017,2256,Moose,NULL,NULL,12/23/01,-9999,NULL,-9999,-9999,-9999,NULL,SOUTH HERO,NE of Apple Tree Bay
FW,-72.93497347,44.21116447,1119,Moose,NULL,NULL,7/17/98,-9999,NULL,-9999,-9999,-9999,NULL,GREENSBORO,Rt 16 near Sparhawk Rd
FW,-72.93586848,44.38378777,1567,Moose,NULL,NULL,9/9/95,-9999,NULL,-9999,-9999,-9999,NULL,NORWICH,I 91 MM 74/45
FW,-72.93769753,43.92592236,1335,Moose,NULL,NULL,5/16/95,-9999,NULL,-9999,-9999,-9999,NULL,BRIDGEWATER,rt. 4 1/2 mile west of junction store.
FW,-72.94083747,43.84103647,2258,Moose,NULL,NULL,9/16/02,-9999,NULL,-9999,-9999,-9999,NULL,STARKSBORO,Rt. 17 .5 mi
FW,-72.94239248,44.38870645,1244,Moose,NULL,NULL,6/12/93,-9999,NULL,-9999,-9999,-9999,NULL,MIDDLESEX,I-89 SBL MM 55
FW,-72.94269782,43.20765457,2512,Moose,NULL,NULL,6/20/96,-9999,NULL,-9999,-9999,-9999,NULL,WALDEN,Rt. 15 Walden Hardwick line
FW,-72.94297907,42.87370898,2475,Moose,NULL,NULL,6/9/92,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 SB 150/75
FW,-72.94352124,43.19023262,1371,Moose,NULL,NULL,5/19/91,-9999,NULL,-9999,-9999,-9999,NULL,ROYALTON,I 89 MILE 16
AOT,-72.94372653,43.53812234,548,Deer RK AB,"Deer, RoadKill, Adult Buck",NULL,7/8/04,1105,VT 103,103,1.2,1.2,V103-1105,CLARENDON,NULL
